iid,title,genres
467,Glen Beach Villa 4: Cape Town Sea & Mountain Views,Entire apartment
895,Chic Harbourside Retreat Opposite Manly Cove,Entire apartment
803,ALEX RIO FLATS Posto 6 Balcony,Entire apartment
361,Furnished studioB UES (30 days MIN),Entire apartment
295,brooklyn rent apartment,Entire apartment
431,Studio726 In the heart of Midtown Manhattan,Entire apartment
562,23%off Studio near Subway LT3,Entire apartment
44,#CuttleStudio @ Paris Le Marais,Entire apartment
226,"NEW YEAR, NEW YORK GREENPOINT GETAWAY",Entire apartment
286,"Love Nest, Just for 2",Entire apartment
143,Cosy apartment Paris Notre-Dame,Entire apartment
311,Cute Flat with a view of the Canal de LÃ¢â¬â¢Ourcq,Entire apartment
144,3: Close to Montmartre -,Entire apartment
82,top center topview Beaubourg Marais,Entire apartment
699,102 Tresor- Kei Apple Road Sea Point!,Entire apartment
740,BONDI'S DOORSTEP: BONDI BEACH,Entire apartment
825,Flat com servicos em Ipanema,Entire apartment
784,Canterbury 2BR&2BA apartment 2 mins to station.,Entire apartment
842,Bondi rd. 2br luxury apartment,Entire apartment
973,Life in Rome Apartment - - Music is Life - -,Entire apartment
623,Private penthouse suite in w/ endless city views,Entire apartment
739,Bondi Beach Hideaway,Entire apartment
805,Apto 2 quartos!! Estadias longas sao bem vindas.,Entire apartment
60,MARAIS - 2ROOMS APT - 2/4 PEOPLE,Entire apartment
613,2 PRIVATE TERRACES - 2BR ÃÂ· 2BA ÃÂ· Heart of Condesa,Entire apartment
832,Carioquice Pratica Para a FamÃÂ­lia em Copacabana,Entire apartment
773,Beach Hotspot!,Entire apartment
380,Stunning 2BR Apartment in Sunnyside,Entire apartment
479,ALL READY! TODO LISTO!,Entire apartment
579,BALCONY & PRIVATE ROOFTOP Luminous 60Mb WIFI speed,Entire apartment
1062,Cuore di Roma Holidays,Entire apartment
960,Lux in St.Peter's.Terrace.Thoroughly disinfected,Entire apartment
684,Carioquice moderna em apartamento dos sonhos para a famÃÂ­lia toda em Copabacana,Entire apartment
941,Home Sweet Rome with AC,Entire apartment
206,Sweet Home Paris~Vesle,Entire apartment
125,tinyroom@paris,Entire apartment
582,(9)Full Apartment in Colonia Roma close to Condesa,Entire apartment
896,CLIFFSIDE: BONDI BEACH,Entire apartment
510,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Entire apartment
595,Loft  IDEAL para tu EstanciaTERRAZA. Gran vista.,Entire apartment
210,Paris montmartre 2 a 4 personnes appartement flat,Entire apartment
7,Ravissant Appartement lumineux ÃÂ  deux minutes de la Tour Eiffel,Entire apartment
908,Bioclean Charming apartment by Galata Tower4,Entire apartment
541,Studio 30 sqm Sukhumvit 39  (Room 2B),Entire apartment
74,NICE  2 ROOMS APPT PARIS CENTER,Entire apartment
712,Modern loft among 3 famous beaches,Entire apartment
297,Cute studio in Montmartre,Entire apartment
65,Brand new Modern flat Central Paris Boutique Hotel,Entire apartment
473,Suite Condesa Mexico Park,Entire apartment
962,B&P Holiday H. Rattazzi,Entire apartment
438,"The most beautiful river view Bangkok ,Wifi50mb BR",Entire apartment
285,Twice As Better Home Inn,Entire apartment
1103,Suite Inn Doria Pamphilj,Entire apartment
193,Ãâ¬ deux pas du Sacre-CÃâur - Gares Nord & Est,Entire apartment
62,Charming Comfortable Marais 1 Bedrm,Entire apartment
1022,Luxury  PRINCIPESSA di Trastevere,Entire apartment
824,Barra Beach Flat,Entire apartment
104,Modern apartment in old Bastille,Entire apartment
743,Sydney CBD Designer Theme Apt by Central Station,Entire apartment
661,Penthouse Floor Apartment in CBD - Amazing views,Entire apartment
877,"Sydney Central 1 bedroom apartment, gym pool 164h",Entire apartment
838,Potts Point Apt - Sunny with Views,Entire apartment
671,Peaceful modern in the heart of SYD,Entire apartment
850,Wilson's Newtown Studio,Entire apartment
515,Walkable. and trendy neighborhood @ Condesa  5Ã¢Â­Â pl,Entire apartment
881,Newtown close to everything what you need,Entire apartment
922,Vatican Stylish apartment,Entire apartment
915,Cozy 1Bedroom Flat Garden Floor With Turkish Bath,Entire apartment
145,BATIGNOLLES MONTMARTRE Neighborhood,Entire apartment
512,Contemporary Minimalist Studio with Balcony,Entire apartment
465,Stunning Studio with Garden and Parking in Sunny Sea Point,Entire apartment
880,Admire Harbour Views from a Hip Potts Point Sanctuary,Entire apartment
486,Lovely home Mong Kok MTR Railway 4 beds,Entire apartment
605,The Style and Comfort in the Heart of Mexico city.,Entire apartment
545,Bangkok Service Apartments Near BTS Thong Lo 300m.,Entire apartment
762,Historical apartments in Istanbul,Entire apartment
667,Discover Sydney on Foot,Entire apartment
913,Cozy Studio Flat with Jacuzzi Free Wifi-Dsinfected,Entire apartment
1051,Vatican Palace,Entire apartment
577,Simple y Practico a 2 cuadras de Polanco,Entire apartment
1035,Pantheon City centre 2 BDR apartment AC/WIFi/Heat,Entire apartment
727,BEAUTIFUL BONDI,Entire apartment
1053,LINE-UP apartment Rome Center WIFI,Entire apartment
979,Sweet Home Pantheon,Entire apartment
180,Like a boat - A STUDIO IN BASTILLE,Entire apartment
624,207 Minimalist loft. Few steps Zocalo and Downtown,Entire apartment
945,Apt in Rome near Tiburtina Station,Entire apartment
1094,Near Vatican amazing flat with terrace and parking,Entire apartment
949,Rome Vatican Trastevere with WiFi and Netflix,Entire apartment
1078,Vatican luxury apartment,Entire apartment
1083,Beco House #1,Entire apartment
961,Beco House #2,Entire apartment
983,"Elegant Apartment near Colisseum WiFi, A/C,Netflix",Entire apartment
1126,Dulcis Home Montemario,Entire apartment
270,A Beautiful Brownstone Apartment,Entire apartment
655,"Perfect location & view, sunny studio, 2 bikes",Entire apartment
698,Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,Entire apartment
1021,Country Chic MPN SGiovanni-Colosseo,Entire apartment
998,PRIVATE TERRACE *** 3 ROOM *** TAKSIM,Entire apartment
186,Lovely flat in the center of Paris,Entire apartment
876,Spacious Art Deco 1 bdr ideal location Pet welcome,Entire apartment
429,Warm Studio Hideaway,Entire apartment
753,Loft Vista Mar Copacabana/Garagem/100%Climatizado,Entire apartment
807,Cozy apartment- Ipanema between the Sea and Lagoon,Entire apartment
415,Amazing East Village XL Studio Apartment.Scrubbed!,Entire apartment
61,TOP LUXURY MARAIS DESIGN STUDIO APT,Entire apartment
899,Studio Apartment,Entire apartment
758,Art Deco in Copacabana,Entire apartment
681,Alioth,Entire apartment
480,"Condesa Gorgeous contact-less flat, great location",Entire apartment
452,Modern APT with luxury amenities. 3 mins-POLANCO,Entire apartment
745,Sea Breeze Sunsets - Noordhoek,Entire apartment
616,Your Home in the heart of historic Roma Norte!! D1,Entire apartment
900,EXCELLENT!  NEW LUXURY CBD APT WITH STUNNING VIEW,Entire apartment
526,Spacious & Convenient Near Ari BTS,Entire apartment
806,Copacabana Studio Perfeito!,Entire apartment
323,"Charming pied-ÃÂ -terre, small and cozy.",Entire apartment
612,Find Calm in the City at a Polanco Pad in Shades of Gray,Entire apartment
992,Beautiful apartment Gianicolo and Trastevere,Entire apartment
950,The perfect place to experience Rome city centre,Entire apartment
948,Mario's Apartment in the Spanish Steps,Entire apartment
946,Cappellari-  Campo de' Fiori Apartment,Entire apartment
1146,NEW! Elegant apartment in the center,Entire apartment
1043,Appartamento di design a Trastevere con terrazzo privato e vista spettacolare,Entire apartment
1016,Appartamento tranquillo a Trastevere,Entire apartment
976,NEW Rovere Tiber House - very central and quiet,Entire apartment
1102,"Ampio, originale appartamento con balcone, vicino al Pantheon. Casa Giulia",Entire apartment
932,Appartamento in Palazzo del Rinascimento a Trastevere,Entire apartment
989,Colosseum Stylish Apt with Terrace,Entire apartment
951,Modern Apartment with View of Piazza Del Popolo,Entire apartment
957,"Cozy Apartment in Trastevere WiFi - A/C, Netlix TV",Entire apartment
1135,Gianicolo Penthouse THE VIEW - Daplace Apartments,Entire apartment
1008,Sweet terrace by Vatican Musuem New wifi 100Mbs!,Entire apartment
1077,Confortevole appartamento dai toni tenui e con vista sulla Fontana delle Anfore,Entire apartment
921,Loft with terrace near Campo de' Fiori,Entire apartment
108,Sunny appartment near Montmartre !,Entire apartment
278,Studio de caractÃÂ¨re,Entire apartment
875,Delightful Breezy Apartment By The Sea,Entire apartment
968,Porta Castello 10 - Vaticano,Entire apartment
811,SuÃÂ­te Luxo Baixo Gavea / Leblon,Entire apartment
302,Quiet Park Slope Apartment,Entire apartment
1007,Rome Apartment beautiful ..,Entire apartment
69,Large studio in Haut Marais,Entire apartment
677,Santa Ignes Copacabana Apartment,Entire apartment
1113,AL SUONO DEL MARE,Entire apartment
39,Appartement charmant sous les toits parisiens,Entire apartment
635,Apartment Cape Town,Entire apartment
548,"Apartment with great city view 5 Min.2 BTS, Mall.",Entire apartment
944,Appartamento Ponte Lungo - Sentirsi a casa a Roma,Entire apartment
878,Studio Oasis Apartment - Close to Airport,Entire apartment
337,NYC - Heart of Greenwich Village,Entire apartment
491,Bright and cozy studio flat in Sheung Wan,Entire apartment
184,Calme et super localisation,Entire apartment
1123,casa  d arte con terrazzo nel cuore di Roma,Entire apartment
1088,Casa vacanza Domus Vaticana,Entire apartment
1138,Anagnina Home,Entire apartment
1037,Cozy apartment near the Vatican,Entire apartment
1063,Roma Centrum airy apartment in Trastevere district,Entire apartment
1038,"3 bedroom, 3 bathroom apartment",Entire apartment
964,Wonderful Apartment in front of the park!,Entire apartment
943,Moderno Appartamento con Note Shabby Chic in Centro,Entire apartment
1019,Coronari Roma flat - piazza Navona,Entire apartment
980,Trastevere cosy studio flat,Entire apartment
865,Quiet oasis in the heart of Surry Hills.,Entire apartment
81,Paris Trocadero Passy Flat 70sqm,Entire apartment
663,"Upmarket, secure apartment in a great location",Entire apartment
345,Cozy 1BD in Vibrant East Village,Entire apartment
356,Sunny 1bed Oasis in South Harlem/Upper West Side,Entire apartment
378,Historic Gem Close to SI Ferry,Entire apartment
305,ShayÃ¢â¬â¢s Hut,Entire apartment
892,CBD Apartment for Rent  - Unbeatable Location!,Entire apartment
770,The Ultimate 2 Bedrm Nightlife Pad on Kloof Street,Entire apartment
369,LAKOU LAKAY- A HOME AWAY FROM HOME,Entire apartment
167,Charming 1 bedroom heart of Marais,Entire apartment
923,Casa vacanze Domus Annamaria,Entire apartment
281,Newly renovated luxury apartment,Entire apartment
294,Modern 2bd Gem Close to Central Park - 5 Min Walk,Entire apartment
830,Four Seasons - Confortavel e perto da praia,Entire apartment
1034,Delizioso bilocale al Pigneto,Entire apartment
187,Duplex 53 M2 dans immeuble historique annees 30,Entire apartment
385,"Perfect Private Garden Apartment, 2 blox to subway",Entire apartment
234,Brooklyn Brownstone Serenity,Entire apartment
639,City Centre Stylish Apartment,Entire apartment
343,"Chic, quiet 1BR with patio (steps from the subway)",Entire apartment
990,Angelo's apartment Termini Villa Borghese,Entire apartment
897,A Tropical Oasis,Entire apartment
423,Luxury Apartment in Lower East Side,Entire apartment
377,"Large, private 2BR in historic brownstone",Entire apartment
403,Spacious Manhattan 2 Bedroom  Sleeps 6,Entire apartment
370,Bright & Charming 2bdrm Minutes to Manhattan,Entire apartment
399,Clean and Comfortable,Entire apartment
918,VERDE ROMA VACANZE,Entire apartment
517,"Cozy Apartment, Mexico City, Roma Sur",Entire apartment
777,Stanmore Sydney Inner West,Entire apartment
190,Studio neuf au cÃâur de Paris,Entire apartment
882,Bright Bondi Beach Holiday Rental,Entire apartment
919,Magnificent penthouse with view of San Pietro,Entire apartment
392,Private  Studio with private entrance,Entire apartment
1009,SMALL STUDIO FLAT Btw Termini & Colosseum!,Entire apartment
308,NYC Studio for Rent in Townhouse,Entire apartment
359,Spacious 1Br in East Village,Entire apartment
819,Ape da Cacau - Cantinho Gostoso proximo da  Lapa,Entire apartment
808,Botafogo 3 min of subway and view of Christ Statue,Entire apartment
448,Departamento Parque,Entire apartment
682,Stunning Poolside Flatlet in Heart of City Bowl Cape Town,Entire apartment
826,LEME uma quadra da praia com 3 quartos,Entire apartment
691,Hospede-se com Estilo e Conforto em Ipanema,Entire apartment
606,Safe and Cozy Ciudad de Mexico Home,Entire apartment
1143,Appartamento coppie/gruppi a Lido Di Ostia,Entire apartment
703,Excellent location! Between beaches and subway,Entire apartment
130,Cosy Flat in the heart of Paris,Entire apartment
643,Special Waterside Harbour Bridge Studio,Entire apartment
669,Ã¢Ëâ¦Stylish & SereneÃ¢Ëâ¦ Prime location near the V&AÃ¢Ëâ¦,Entire apartment
1029,Casina Colosseo,Entire apartment
829,Excelente Apartamento Praia de Copacabana,Entire apartment
871,Manly Holiday 713,Entire apartment
1045,Apartment in central Rome.,Entire apartment
987,NEW!!! Dimora Trevi Boutique Luxury Flat,Entire apartment
972,Cozy apartment in central Rome,Entire apartment
1092,Ampio Appartamento Elegante e Luminoso a Prati,Entire apartment
289,NEW  Luxury 1 Bedroom on UES  Perfect Location!!!,Entire apartment
821,The BEST 3 bdr in a GREAT location of Copacabana.,Entire apartment
1074,Appartamento romano dallÃ¢â¬â¢arredamento classico e dallÃ¢â¬â¢atmosfera familiare,Entire apartment
652,Light Airy Apartment,Entire apartment
769,"Barra da Tijuca, apto 3 quartos, completo!",Entire apartment
679,Perto tanto da calma como da agitacao!,Entire apartment
1000,GREAT BOSPHORUS VIEW PRIVATE TERRACE/Classy FLats,Entire apartment
362,"Upper Eastside Manhattan, 1 Bdr apt,LOTS OF LIGHT!",Entire apartment
329,Brooklyn Cove 1 Br Apt w/ Garden In Bushwick!!,Entire apartment
680,Studio Flamengo,Entire apartment
870,inner west one bedder- perfect base to see sydney!,Entire apartment
573,Large & Bright Studio in Soho with private rooftop,Entire apartment
954,"220m from Vatican Museum, your home",Entire apartment
123,Cozy rue de Grenelle Studio,Entire apartment
9,2 piÃÂ¨ces lunimeux et calme au dernier etage,Entire apartment
283,Wonderful apartment close to Champs-Elysees,Entire apartment
706,"Charming Ipanema 2 bdr, gorgeous view!",Entire apartment
11,Bright and Lovely 2 Bedrooms Flat Paris,Entire apartment
70,Large quiet studio 30m2 near metro and shops,Entire apartment
21,Appartment at 20 minutes from Marais district,Entire apartment
47,#CosyStudio @ Paris betw. Opera & Montmartre,Entire apartment
33,"Rare : duplex, central Paris, style & space",Entire apartment
92,Big apartment by Arc of Triumph (2 bathrooms-3 wc),Entire apartment
58,"Large, Practical Studio Near the Eiffel Tower!",Entire apartment
163,Studio cosy au coeur de Montmartre,Entire apartment
188,perfect appartment cosy for a pleasant stay,Entire apartment
94,Le marais design lumineux calme,Entire apartment
129,BEST DEAL near Paris Center (long stay preferred),Entire apartment
138,Charmant Appartement ÃÂ  Montparnasse avec balcons,Entire apartment
120,Spacious & Quiet Bedroom w/ Garden,Entire apartment
40,Paris Montmartre - Unexpected flat,Entire apartment
83,Studette in the heart of Paris,Entire apartment
215,Ã¢ÅÂ¨Ã°Å¸ÅÂºCharming Studio in Paris Ã°Å¸ÅÂºÃ¢ÅÂ¨,Entire apartment
80,Garden apartment near Montmartre,Entire apartment
19,Duplex de charme - Paris centre,Entire apartment
102,"Central, Charme, Parking, 72m2, Plein Sud, 3 Pces.",Entire apartment
57,In front of  the Luxembourg- Garden.,Entire apartment
27,Studio de 26m2 au cÃâur du 11ÃÂ¨me arrondissement,Entire apartment
116,Appartement cosy & lumineux,Entire apartment
183,Marais Very charming flat (8 persons) AC,Entire apartment
78,"Heart of Le Marais, very secured building, .",Entire apartment
155,Lovely one bedroom flat at the heart of Montmartre,Entire apartment
112,Near la Butte-aux-Cailles,Entire apartment
56,perfect central location,Entire apartment
48,Appartement tout confort au PÃÂ¨re Lachaise,Entire apartment
132,Lovely bohemia flat/ elevator/ nearby Montmartre,Entire apartment
53,South Pigalle the top ! clear quiet and neat,Entire apartment
88,Bright & cosy appartment in 1929 Art Deco building,Entire apartment
146,Modern Apartment in Paris 15,Entire apartment
175,Very nice flat center of Paris 40mÃÂ²,Entire apartment
105,"Independant Flat near Montmartre, 93 m2",Entire apartment
172,"65 m2 with pool, parking, balconies and view",Entire apartment
191,UNIQUE 72M2 LOFT STYLE FLAT - PIGALLE/BATIGNOLLES,Entire apartment
168,"Cocon avec mezzanine, quartier Tour Eiffel",Entire apartment
68,Fully renovated flat - Paris 16,Entire apartment
212,Ãâ¡a c'est Paris! Spatieux 2p - St Maur/Parmentier,Entire apartment
20,COZY FLAT IN HEART OF BATIGNOLLES,Entire apartment
121,"Charmant deux piÃÂ¨ces, quartier PÃÂ¨re Lachaise",Entire apartment
24,Nice studio near Eiffel Tower,Entire apartment
64,Romantic studio in center of Paris,Entire apartment
137,35mÃÂ² de charme au centre de Paris,Entire apartment
216,Appartement authentique en plein Montmartre,Entire apartment
198,Relaxing apartment in the center of Le Marais,Entire apartment
201,Lionel' s  Home,Entire apartment
